fecha,Préstamos en dólares,Depósitos en dólares
2005-06-08,1958,2936
2005-06-07,1924,2942
2005-06-06,1921,2935
2005-06-03,1910,2925
2005-06-02,1892,2919
2005-06-01,1882,2920
2005-05-31,1885,2916
2005-05-30,1862,2883
2005-05-27,1869,2877
2005-05-26,1873,2884
2005-05-24,1875,2874
2005-05-23,1875,2871
2005-05-20,1864,2883
2005-05-19,1859,2875
2005-05-18,1869,2874
2005-05-17,1853,2864
2005-05-16,1836,2866
2005-05-13,1842,2865
2005-05-12,1843,2874
2005-05-11,1847,2871
2005-05-10,1855,2873
2005-05-09,1850,2880
2005-05-06,1838,2857
2005-05-05,1840,2848
2005-05-04,1845,2744
2005-05-03,1852,2707
2005-05-02,1854,2682
2005-04-29,1858,2685
2005-04-28,1834,2691
2005-04-27,1834,2681
2005-04-26,1828,2681
2005-04-25,1825,2676
2005-04-22,1827,2676
2005-04-21,1804,2673
2005-04-20,1807,2681
2005-04-19,1807,2678
2005-04-18,1813,2688
2005-04-15,1819,2689
2005-04-14,1819,2684
2005-04-13,1826,2677
2005-04-12,1827,2679
2005-04-11,1828,2689
2005-04-08,1824,2680
2005-04-07,1821,2673
2005-04-06,1807,2664
2005-04-05,1821,2662
2005-04-04,1833,2667
2005-04-01,1820,2665
2005-03-31,1829,2671
2005-03-30,1829,2661
2005-03-29,1816,2657
2005-03-28,1804,2659
2005-03-23,1808,2660
2005-03-22,1755,2662
2005-03-21,1748,2658
2005-03-18,1728,2660
2005-03-17,1736,2654
2005-03-16,1725,2655
2005-03-15,1722,2644
2005-03-14,1721,2648
2005-03-11,1705,2628
2005-03-10,1690,2617
2005-03-09,1683,2617
2005-03-08,1687,2611
2005-03-07,1683,2619
2005-03-04,1670,2610
2005-03-03,1670,2616
2005-03-02,1663,2614
2005-03-01,1652,2612
2005-02-28,1659,2622
2005-02-25,1653,2598
2005-02-24,1648,2600
2005-02-23,1649,2605
2005-02-22,1643,2597
2005-02-21,1639,2597
2005-02-18,1637,2600
2005-02-17,1635,2597
2005-02-16,1634,2590
2005-02-15,1619,2585
2005-02-14,1618,2591
2005-02-11,1597,2581
2005-02-10,1589,2575
2005-02-09,1594,2576
2005-02-08,1588,2572
2005-02-07,1591,2578
2005-02-04,1631,2580
2005-02-03,1588,2578
2005-02-02,1587,2574
2005-02-01,1588,2580
2005-01-31,1576,2585
2005-01-28,1586,2571
2005-01-27,1588,2550
2005-01-26,1585,2539
2005-01-25,1583,2538
2005-01-24,1574,2541
2005-01-21,1569,2543
2005-01-20,1567,2541
2005-01-19,1564,2534
2005-01-18,1569,2526
2005-01-17,1562,2525
2005-01-14,1561,2517
2005-01-13,1563,2508
2005-01-12,1544,2505
2005-01-11,1548,2502
2005-01-10,1549,2499
2005-01-07,1553,2502
2005-01-06,1603,2493
2005-01-05,1591,2492
2005-01-04,1549,2489
2005-01-03,1551,2489
2004-12-31,1526,2500
2004-12-30,1568,2492
2004-12-29,1562,2491
2004-12-28,1562,2495
2004-12-27,1564,2496
2004-12-24,1560,2490
2004-12-23,1561,2483
2004-12-22,1561,2475
2004-12-21,1552,2470
2004-12-20,1540,2471
2004-12-17,1505,2469
2004-12-16,1504,2479
2004-12-15,1505,2473
2004-12-14,1514,2465
2004-12-13,1513,2462
2004-12-10,1517,2456
2004-12-09,1509,2458
2004-12-07,1503,2446
2004-12-06,1486,2447
2004-12-03,1486,2439
2004-12-02,1483,2455
2004-12-01,1477,2458
2004-11-30,1449,2458
2004-11-29,1465,2455
2004-11-26,1469,2452
2004-11-25,1453,2449
2004-11-24,1451,2448
2004-11-23,1437,2452
2004-11-22,1427,2443
2004-11-19,1426,2440
2004-11-18,1418,2427
2004-11-17,1413,2433
2004-11-16,1417,2435
2004-11-15,1415,2437
2004-11-12,1410,2433
2004-11-11,1427,2428
2004-11-10,1430,2430
2004-11-09,1420,2429
2004-11-08,1420,2433
2004-11-05,1416,2424
2004-11-04,1416,2442
2004-11-03,1417,2446
2004-11-02,1417,2445
2004-11-01,1413,2448
2004-10-29,1412,2456
2004-10-28,1415,2451
2004-10-27,1409,2460
2004-10-26,1396,2464
2004-10-25,1403,2459
2004-10-22,1403,2455
2004-10-21,1395,2459
2004-10-20,1391,2456
2004-10-19,1412,2457
2004-10-18,1392,2463
2004-10-15,1396,2464
2004-10-14,1386,2461
2004-10-13,1376,2463
2004-10-12,1373,2462
2004-10-08,1368,2471
2004-10-07,1383,2464
2004-10-06,1384,2457
2004-10-05,1378,2453
2004-10-04,1381,2451
2004-10-01,1380,2443
2004-09-30,1365,2457
2004-09-29,1376,2458
2004-09-28,1379,2452
2004-09-27,1375,2455
2004-09-24,1372,2447
2004-09-23,1357,2437
2004-09-22,1355,2447
2004-09-21,1365,2433
2004-09-20,1363,2433
2004-09-17,1368,2439
2004-09-16,1366,2443
2004-09-15,1383,2430
2004-09-14,1383,2442
2004-09-13,1379,2430
2004-09-10,1368,2431
2004-09-09,1393,2426
2004-09-08,1399,2427
2004-09-07,1405,2434
2004-09-06,1398,2421
2004-09-03,1401,2413
2004-09-02,1401,2407
2004-09-01,1393,2403
2004-08-31,1372,2401
2004-08-30,1382,2395
2004-08-27,1404,2397
2004-08-26,1409,2396
2004-08-25,1399,2396
2004-08-24,1394,2393
2004-08-23,1388,2378
2004-08-20,1382,2374
2004-08-19,1389,2377
2004-08-18,1383,2373
2004-08-17,1382,2368
2004-08-13,1379,2363
2004-08-12,1381,2361
2004-08-11,1382,2350
2004-08-10,1384,2336
2004-08-09,1381,2337
2004-08-06,1382,2337
2004-08-05,1382,2345
2004-08-04,1399,2329
2004-08-03,1391,2327
2004-08-02,1373,2330
2004-07-30,1367,2319
2004-07-29,1346,2327
2004-07-28,1337,2325
2004-07-27,1334,2335
2004-07-26,1285,2340
2004-07-23,1286,2343
2004-07-22,1285,2347
2004-07-21,1287,2320
2004-07-20,1291,2324
2004-07-19,1276,2310
2004-07-16,1273,2312
2004-07-15,1282,2291
2004-07-14,1283,2287
2004-07-13,1296,2309
2004-07-12,1295,2308
2004-07-08,1291,2303
2004-07-07,1285,2295
2004-07-06,1288,2302
2004-07-05,1288,2304
2004-07-02,1290,2289
2004-07-01,1296,2292
2004-06-30,1299,2300
2004-06-29,1283,2278
2004-06-28,1274,2272
2004-06-25,1282,2273
2004-06-24,1215,2277
2004-06-23,1211,2283
2004-06-22,1210,2289
2004-06-18,1198,2248
2004-06-17,1211,2243
2004-06-16,1218,2243
2004-06-15,1216,2246
2004-06-14,1214,2249
2004-06-11,1200,2241
2004-06-10,1191,2235
2004-06-09,1200,2228
2004-06-08,1195,2223
2004-06-07,1208,2225
2004-06-04,1206,2222
2004-06-03,1202,2210
2004-06-02,1217,2213
2004-06-01,1199,2219
2004-05-31,1173,2227
2004-05-28,1192,2238
2004-05-27,1187,2213
2004-05-26,1181,2206
2004-05-24,1186,2181
2004-05-21,1185,2198
2004-05-20,1183,2190
2004-05-19,1178,2191
2004-05-18,1176,2178
2004-05-17,1202,2178
2004-05-14,1201,2192
2004-05-13,1201,2162
2004-05-12,1200,2152
2004-05-11,1187,2143
2004-05-10,1183,2133
2004-05-07,1185,2132
2004-05-06,1177,2117
2004-05-05,1183,2081
2004-05-04,1184,2017
2004-05-03,1180,1987
2004-04-30,1184,1977
2004-04-29,1185,1983
2004-04-28,1178,1986
2004-04-27,1184,1974
2004-04-26,1198,1969
2004-04-23,1200,1967
2004-04-22,1196,1962
2004-04-21,1197,1962
2004-04-20,1197,1955
2004-04-19,1196,1957
2004-04-16,1196,1953
2004-04-15,1194,1948
2004-04-14,1201,1942
2004-04-13,1205,1944
2004-04-12,1203,1936
2004-04-07,1202,1931
2004-04-06,1203,1932
2004-04-02,1203,1927
2004-04-01,1202,1900
2004-03-31,1206,1911
2004-03-30,1205,1901
2004-03-29,1204,1883
2004-03-26,1199,1876
2004-03-25,1147,1875
2004-03-24,1157,1870
2004-03-23,1152,1861
2004-03-22,1326,1855
2004-03-19,1318,1879
2004-03-18,1310,1868
2004-03-17,1310,1867
2004-03-16,1301,1863
2004-03-15,1311,1850
2004-03-12,1323,1848
2004-03-11,1325,1850
2004-03-10,1324,1849
2004-03-09,1323,1844
2004-03-08,1317,1847
2004-03-05,1318,1919
2004-03-04,1319,1913
2004-03-03,1316,1911
2004-03-02,1318,1912
2004-03-01,1318,1898
2004-02-27,1315,1902
2004-02-26,1321,1887
2004-02-25,1323,1890
2004-02-24,1322,1890
2004-02-23,1324,1886
2004-02-20,1322,1889
2004-02-19,1324,1886
2004-02-18,1328,1874
2004-02-17,1327,1878
2004-02-16,1326,1869
2004-02-13,1319,1864
2004-02-12,1324,1864
2004-02-11,1319,1852
2004-02-10,1325,1855
2004-02-09,1330,1854
2004-02-06,1331,1851
2004-02-05,1331,1852
2004-02-04,1332,1849
2004-02-03,1332,1850
2004-02-02,1337,1842
2004-01-30,1333,1845
2004-01-29,1346,1840
2004-01-28,1339,1839
2004-01-27,1337,1838
2004-01-26,1330,1831
2004-01-23,1327,1825
2004-01-22,1325,1819
2004-01-21,1318,1823
2004-01-20,1314,1811
2004-01-19,1312,1809
2004-01-16,1301,1805
2004-01-15,1301,1807
2004-01-14,1291,1799
2004-01-13,1288,1798
2004-01-12,1276,1779
2004-01-09,1281,1783
2004-01-08,1274,1773
2004-01-07,1282,1773
2004-01-06,1270,1770
2004-01-05,1279,1768
2004-01-02,1279,1758
2003-12-31,1261,1754
2003-12-30,1320,1747
2003-12-29,1311,1746
2003-12-26,1303,1739
2003-12-24,1314,1734
2003-12-23,1313,1736
2003-12-22,1330,1741
2003-12-19,1334,1732
2003-12-18,1327,1728
2003-12-17,1332,1703
2003-12-16,1338,1699
2003-12-15,1330,1672
2003-12-12,1321,1654
2003-12-11,1324,1646
2003-12-10,1324,1646
2003-12-09,1319,1642
2003-12-05,1315,1641
2003-12-04,1318,1646
2003-12-03,1315,1642
2003-12-02,1314,1644
2003-12-01,1291,1643
2003-11-28,1323,1632
2003-11-27,1315,1551
2003-11-26,1301,1542
2003-11-25,1324,1540
2003-11-24,1314,1531
2003-11-21,1316,1530
2003-11-20,1307,1529
2003-11-19,1301,1530
2003-11-18,1292,1530
2003-11-17,1301,1530
2003-11-14,1292,1524
2003-11-13,1299,1521
2003-11-12,1298,1520
2003-11-11,1300,1522
2003-11-10,1301,1521
2003-11-07,1299,1496
2003-11-05,1301,1498
2003-11-04,1297,1499
2003-11-03,1299,1498
2003-10-31,1304,1498
2003-10-30,1285,1485
2003-10-29,1285,1493
2003-10-28,1278,1494
2003-10-27,1279,1494
2003-10-24,1289,1489
2003-10-23,1282,1485
2003-10-22,1281,1485
2003-10-21,1274,1478
2003-10-20,1273,1474
2003-10-17,1266,1469
2003-10-16,1268,1471
2003-10-15,1273,1468
2003-10-14,1268,1464
2003-10-10,1271,1457
2003-10-09,1276,1461
2003-10-08,1267,1456
2003-10-07,1272,1442
2003-10-06,1274,1434
2003-10-03,1277,1432
2003-10-02,1249,1433
2003-10-01,1250,1430
2003-09-30,1255,1429
2003-09-29,1258,1421
2003-09-26,1255,1418
2003-09-25,1268,1416
2003-09-24,1273,1429
2003-09-23,1255,1416
2003-09-22,1260,1413
2003-09-19,1260,1396
2003-09-18,1258,1393
2003-09-17,1255,1382
2003-09-16,1257,1380
2003-09-15,1257,1378
2003-09-12,1255,1372
2003-09-11,1255,1367
2003-09-10,1255,1368
2003-09-09,1256,1361
2003-09-08,1251,1352
2003-09-05,1249,1343
2003-09-04,1248,1337
2003-09-03,1248,1332
2003-09-02,1254,1330
2003-09-01,1252,1325
2003-08-29,1264,1327
2003-08-28,1275,1321
2003-08-27,1284,1308
2003-08-26,1285,1310
2003-08-25,1271,1299
2003-08-22,1275,1295
2003-08-21,1278,1293
2003-08-20,1280,1291
2003-08-19,1282,1285
2003-08-15,1279,1269
2003-08-14,1281,1260
2003-08-13,1276,1269
2003-08-12,1276,1254
2003-08-11,1273,1252
2003-08-08,1273,1256
2003-08-07,1270,1243
2003-08-06,1279,1226
2003-08-05,1283,1216
2003-08-04,1280,1211
2003-08-01,1284,1214
2003-07-31,1296,1206
2003-07-30,1311,1204
2003-07-29,1316,1199
2003-07-28,1316,1177
2003-07-25,1318,1176
2003-07-24,1339,1175
2003-07-23,1341,1173
2003-07-22,1337,1165
2003-07-21,1332,1165
2003-07-18,1339,1160
2003-07-17,1345,1153
2003-07-16,1343,1144
2003-07-15,1348,1138
2003-07-14,1343,1134
2003-07-11,1346,1136
2003-07-10,1346,1135
2003-07-08,1349,1120
2003-07-07,1356,1119
2003-07-04,1361,1115
2003-07-03,1354,1105
2003-07-02,1329,1101
2003-07-01,1341,1095
2003-06-30,1326,1102
2003-06-27,1320,1099
2003-06-26,1339,1090
2003-06-25,1339,1094
2003-06-24,1342,1095
2003-06-23,1359,1091
2003-06-20,1369,1091
2003-06-19,1362,1074
2003-06-18,1355,1071
2003-06-17,1354,1066
2003-06-13,1355,1053
2003-06-12,1356,1054
2003-06-11,1359,1053
2003-06-10,1361,1048
2003-06-09,1360,1033
2003-06-06,1359,1029
2003-06-05,1356,1028
2003-06-04,1362,1027
2003-06-03,1362,1019
2003-06-02,1365,1001
2003-05-30,1335,1014
2003-05-29,1360,983
2003-05-28,1356,981
2003-05-27,1371,987
2003-05-26,1366,979
2003-05-23,1369,968
2003-05-22,1369,959
2003-05-21,1369,959
2003-05-20,1363,956
2003-05-19,1355,956
2003-05-16,1374,948
2003-05-15,1384,975
2003-05-14,1387,934
2003-05-13,1386,934
2003-05-12,1387,938
2003-05-09,1390,929
2003-05-08,1388,931
2003-05-07,1385,906
2003-05-06,1394,838
2003-05-05,1408,833
2003-05-02,1395,830
2003-04-30,1379,856
2003-04-29,1409,826
2003-04-28,1411,827
2003-04-25,1368,822
2003-04-24,1359,808
2003-04-23,1356,814
2003-04-22,1358,810
2003-04-21,1362,804
2003-04-16,1373,801
2003-04-15,1368,798
2003-04-14,1369,791
2003-04-11,1365,784
2003-04-10,1365,779
2003-04-09,1368,776
2003-04-08,1365,756
2003-04-07,1366,766
2003-04-04,1370,764
2003-04-03,1367,762
2003-04-02,1366,755
2003-04-01,1369,753
2003-03-28,1378,765
2003-03-27,1365,743
2003-03-26,1362,739
2003-03-25,1366,742
2003-03-24,1372,742
2003-03-21,1369,751
2003-03-20,1372,749
2003-03-19,1377,743
2003-03-18,1383,741
2003-03-17,1383,744
2003-03-14,1383,745
2003-03-13,1382,743
2003-03-12,1382,739
2003-03-11,1383,744
2003-03-10,1389,724
2003-03-07,1381,723
2003-03-06,1387,720
2003-03-05,1386,720
2003-03-04,1392,723
2003-03-03,1392,721
2003-02-28,1368,751
2003-02-27,1398,713
2003-02-26,1396,709
2003-02-25,1401,715
2003-02-24,1399,714
2003-02-21,1399,711
2003-02-20,1410,706
2003-02-19,1408,700
2003-02-18,1413,697
2003-02-17,1415,696
2003-02-14,1418,692
2003-02-13,1415,691
2003-02-12,1398,691
2003-02-11,1396,688
2003-02-10,1399,682
2003-02-07,1394,687
2003-02-06,1382,686
2003-02-05,1387,679
2003-02-04,1373,679
2003-02-03,1363,671
2003-01-31,1410,674
2003-01-30,1380,667
2003-01-29,1382,665
2003-01-28,1387,667
2003-01-27,1379,679
2003-01-24,1374,680
2003-01-23,1372,673
2003-01-22,1363,675
2003-01-21,1372,667
2003-01-20,1368,666
2003-01-17,1371,670
2003-01-16,1381,670
2003-01-15,1375,660
2003-01-14,1383,664
2003-01-13,1383,661
2003-01-10,1382,660
2003-01-09,1385,658
2003-01-08,1390,656
2003-01-07,1396,650
2003-01-06,1406,649
2003-01-03,1407,650
2003-01-02,1432,642
2002-12-31,1373,624
