fecha,Préstamos en dólares,Depósitos en dólares
2025-11-10,17928,34992
2025-11-07,17966,35001
2025-11-05,18026,35005
2025-11-04,18104,35024
2025-11-03,18145,35073
2025-10-31,18253,35109
2025-10-30,18367,35053
2025-10-29,18384,35026
2025-10-28,18374,35113
2025-10-27,18450,35232
2025-10-24,18410,35117
2025-10-23,18325,35199
2025-10-22,18266,35266
2025-10-21,18198,35207
2025-10-20,18118,35130
2025-10-17,18160,35079
2025-10-16,18195,35133
2025-10-15,18214,35061
2025-10-14,18262,34954
2025-10-13,18162,34999
2025-10-09,18276,34511
2025-10-08,18213,34453
2025-10-07,18305,34476
2025-10-06,18357,34338
2025-10-03,18571,34448
2025-10-02,18590,34332
2025-10-01,18703,34186
2025-09-30,18892,33946
2025-09-29,18787,33726
2025-09-26,18728,33598
2025-09-25,18723,33232
2025-09-24,18600,32875
2025-09-23,18526,32678
2025-09-22,18478,32545
2025-09-19,18427,32590
2025-09-18,18395,32408
2025-09-17,18358,32274
2025-09-16,18255,32239
2025-09-15,18160,32241
2025-09-12,18104,32354
2025-09-11,18110,32237
2025-09-10,18066,32262
2025-09-09,18101,32272
2025-09-08,18044,32216
2025-09-05,18065,32244
2025-09-04,18081,32332
2025-09-03,18125,32279
2025-09-02,18114,32269
2025-09-01,18085,32262
2025-08-29,18310,32304
2025-08-28,17999,32267
2025-08-27,17848,32270
2025-08-26,17828,32220
2025-08-25,17682,32203
2025-08-22,17632,32323
2025-08-21,17582,32380
2025-08-20,17539,32432
2025-08-19,17480,32426
2025-08-18,17290,32424
2025-08-14,17242,32341
2025-08-13,17139,32446
2025-08-12,17068,32458
2025-08-11,16961,32338
2025-08-08,16959,32281
2025-08-07,17032,32296
2025-08-06,17038,32269
2025-08-05,16996,32089
2025-08-04,17029,32384
2025-08-01,17133,32507
2025-07-31,17223,32583
2025-07-30,17103,32585
2025-07-29,17075,32557
2025-07-28,16976,32696
2025-07-25,16984,32809
2025-07-24,16868,32946
2025-07-23,16842,32923
2025-07-22,16766,32954
2025-07-21,16627,32864
2025-07-18,16616,32774
2025-07-17,16565,32645
2025-07-16,16568,32617
2025-07-15,16549,32640
2025-07-14,16506,32468
2025-07-11,16558,32223
2025-07-10,16538,32173
2025-07-08,16463,31341
2025-07-07,16478,31243
2025-07-04,16425,31222
2025-07-03,16405,31108
2025-07-02,16243,31025
2025-07-01,16261,31006
2025-06-30,16216,30846
2025-06-27,16288,30658
2025-06-26,16261,30618
2025-06-25,16276,30585
2025-06-24,16056,30527
2025-06-23,15933,30464
2025-06-19,15979,30498
2025-06-18,15925,30417
2025-06-17,15790,30335
2025-06-13,15796,30302
2025-06-12,15718,30299
2025-06-11,15690,30238
2025-06-10,15552,30239
2025-06-09,15541,30256
2025-06-06,15520,30269
2025-06-05,15556,30297
2025-06-04,15552,30302
2025-06-03,15471,30287
2025-06-02,15530,30411
2025-05-30,15633,30404
2025-05-29,15679,30394
2025-05-28,15687,30460
2025-05-27,15643,30456
2025-05-26,15447,30647
2025-05-23,15450,30688
2025-05-22,15395,30727
2025-05-21,15262,30651
2025-05-20,15255,30682
2025-05-19,15192,30637
2025-05-16,15129,30607
2025-05-15,15088,30591
2025-05-14,15004,30693
2025-05-13,14963,30600
2025-05-12,14752,30560
2025-05-09,14674,30727
2025-05-08,14677,30424
2025-05-07,14605,30382
2025-05-06,14556,30293
2025-05-05,14523,30310
2025-04-30,14509,30366
2025-04-29,14559,30228
2025-04-28,14446,30183
2025-04-25,14415,30207
2025-04-24,14371,30204
2025-04-23,14347,30109
2025-04-22,14306,30126
2025-04-21,14257,29988
2025-04-16,14187,29942
2025-04-15,14191,29638
2025-04-14,14121,29488
2025-04-11,14193,29047
2025-04-10,14196,29155
2025-04-09,14197,29120
2025-04-08,14172,29119
2025-04-07,14243,29201
2025-04-04,14270,29271
2025-04-03,14323,29297
2025-04-01,14390,29401
2025-03-31,14338,29352
2025-03-28,14453,29364
2025-03-27,14394,29461
2025-03-26,14363,29525
2025-03-25,14290,29551
2025-03-21,14309,29625
2025-03-20,14294,29653
2025-03-19,14256,29609
2025-03-18,14196,29588
2025-03-17,14096,29604
2025-03-14,13974,29631
2025-03-13,13924,29662
2025-03-12,13859,29712
2025-03-11,13799,29820
2025-03-10,13700,29866
2025-03-07,13916,30007
2025-03-06,14002,30052
2025-03-05,13957,30140
2025-02-28,13915,30352
2025-02-27,13902,30142
2025-02-26,13881,30266
2025-02-25,13591,30319
2025-02-24,13748,30449
2025-02-21,13525,30582
2025-02-20,13410,30576
2025-02-19,13342,30575
2025-02-18,13308,30482
2025-02-17,13144,30549
2025-02-14,13074,30532
2025-02-13,13028,30540
2025-02-12,12955,30592
2025-02-11,12890,30693
2025-02-10,12830,30652
2025-02-07,12873,30777
2025-02-06,12866,30853
2025-02-05,12664,30994
2025-02-04,12697,31089
2025-02-03,12661,31098
2025-01-31,12691,31209
2025-01-30,12684,31259
2025-01-29,12617,31302
2025-01-28,12556,31432
2025-01-27,12391,31520
2025-01-24,12312,31426
2025-01-23,12169,31390
2025-01-22,12110,31512
2025-01-21,12036,31569
2025-01-20,11916,31622
2025-01-17,11805,31702
2025-01-16,11695,31859
2025-01-15,11505,31894
2025-01-14,11406,31925
2025-01-13,11304,31950
2025-01-10,11146,31931
2025-01-09,11045,31989
2025-01-08,10981,31430
2025-01-07,10913,31424
2025-01-06,10861,31404
2025-01-03,10837,31486
2025-01-02,10856,31551
2024-12-30,10828,31444
2024-12-27,10711,31440
2024-12-26,10639,31460
2024-12-23,10555,31484
2024-12-20,10269,31508
2024-12-19,10189,31490
2024-12-18,10136,31428
2024-12-17,10072,31494
2024-12-16,9948,31565
2024-12-13,9911,31610
2024-12-12,9840,31617
2024-12-11,9759,31694
2024-12-10,9650,31777
2024-12-09,9535,31949
2024-12-06,9483,32075
2024-12-05,9400,32164
2024-12-04,9364,32237
2024-12-03,9288,32526
2024-12-02,9221,32598
2024-11-29,9238,32575
2024-11-28,9187,32629
2024-11-27,9137,32768
2024-11-26,9064,32958
2024-11-25,9019,33019
2024-11-22,8990,33117
2024-11-21,8923,33160
2024-11-20,8886,33272
2024-11-19,8802,33371
2024-11-15,8859,33507
2024-11-14,8805,33581
2024-11-13,8751,33733
2024-11-12,8508,33807
2024-11-11,8434,33989
2024-11-08,8498,34178
2024-11-07,8479,34098
2024-11-05,8510,34005
2024-11-04,8470,34174
2024-11-01,8542,34390
2024-10-31,8385,34641
2024-10-30,8369,33948
2024-10-29,8312,33321
2024-10-28,8230,32496
2024-10-25,8261,31977
2024-10-24,8207,31632
2024-10-23,8158,31313
2024-10-22,8104,31117
2024-10-21,8034,30938
2024-10-18,7949,30808
2024-10-17,7891,30670
2024-10-16,7859,30522
2024-10-15,7786,30435
2024-10-14,7772,30449
2024-10-10,7749,30490
2024-10-09,7654,30425
2024-10-08,7630,30527
2024-10-07,7550,30694
2024-10-04,7573,30822
2024-10-03,7597,30955
2024-10-02,7582,31169
2024-10-01,7565,31236
2024-09-30,7522,31554
2024-09-27,7526,30836
2024-09-26,7512,29914
2024-09-25,7456,28729
2024-09-24,7410,27028
2024-09-23,7359,25664
2024-09-20,7325,24562
2024-09-19,7227,23735
2024-09-18,7219,22980
2024-09-17,7201,22421
2024-09-16,7182,21921
2024-09-13,7150,21532
2024-09-12,7139,21243
2024-09-11,7106,20867
2024-09-10,7089,20576
2024-09-09,7037,20293
2024-09-06,7092,20095
2024-09-05,7116,19977
2024-09-04,7080,19821
2024-09-03,7094,19665
2024-09-02,7055,19506
2024-08-30,7082,19310
2024-08-29,7126,19259
2024-08-28,7119,19147
2024-08-27,6799,19127
2024-08-26,6769,19071
2024-08-23,6730,19009
2024-08-22,6735,18921
2024-08-21,6706,18876
2024-08-20,6667,18813
2024-08-19,6641,18744
2024-08-16,6618,18682
2024-08-15,6607,18668
2024-08-14,6581,18608
2024-08-13,6580,18613
2024-08-12,6570,18580
2024-08-09,6616,18589
2024-08-08,6669,18562
2024-08-07,6652,18542
2024-08-06,6681,18528
2024-08-05,6672,18544
2024-08-02,6752,18528
2024-08-01,6738,18553
2024-07-31,6652,18605
2024-07-30,6654,18486
2024-07-29,6632,18490
2024-07-26,6636,18463
2024-07-25,6616,18475
2024-07-24,6629,18491
2024-07-23,6620,18467
2024-07-22,6578,18480
2024-07-19,6528,18465
2024-07-18,6526,18432
2024-07-17,6508,18380
2024-07-16,6496,18323
2024-07-15,6505,18294
2024-07-12,6496,18280
2024-07-11,6460,18232
2024-07-10,6476,18116
2024-07-08,6426,17802
2024-07-05,6450,17820
2024-07-04,6455,17851
2024-07-03,6445,17831
2024-07-02,6502,17869
2024-07-01,6446,17852
2024-06-28,6427,17861
2024-06-27,6418,17841
2024-06-26,6477,17798
2024-06-25,6466,17767
2024-06-24,6428,17731
2024-06-19,6429,17699
2024-06-18,6435,17665
2024-06-14,6444,17584
2024-06-13,6431,17680
2024-06-12,6371,17705
2024-06-11,6349,17711
2024-06-10,6309,17670
2024-06-07,6341,17680
2024-06-06,6370,17670
2024-06-05,6359,17658
2024-06-04,6361,17647
2024-06-03,6357,17647
2024-05-31,6380,17723
2024-05-30,6440,17651
2024-05-29,6428,17656
2024-05-28,6430,17635
2024-05-27,6380,17578
2024-05-24,6364,17566
2024-05-23,6354,17550
2024-05-22,6347,17552
2024-05-21,6322,17518
2024-05-20,6287,17453
2024-05-17,6250,17464
2024-05-16,6233,17387
2024-05-15,6175,17399
2024-05-14,6146,17396
2024-05-13,6081,17393
2024-05-10,6049,17355
2024-05-09,5955,17334
2024-05-08,5968,17325
2024-05-07,5941,17308
2024-05-06,5900,17304
2024-05-03,5943,17291
2024-05-02,5885,17313
2024-04-30,5826,17293
2024-04-29,5764,17271
2024-04-26,5745,17209
2024-04-25,5623,17193
2024-04-24,5673,17301
2024-04-23,5620,17278
2024-04-22,5552,17282
2024-04-19,5518,17212
2024-04-18,5474,17200
2024-04-17,5442,17184
2024-04-16,5353,17172
2024-04-15,5297,17090
2024-04-12,5237,17097
2024-04-11,5214,17085
2024-04-10,5121,17092
2024-04-09,5088,17069
2024-04-08,5037,17055
2024-04-05,4992,17044
2024-04-04,4931,17021
2024-04-03,4815,16965
2024-03-27,4912,16909
2024-03-26,4860,16881
2024-03-25,4762,16810
2024-03-22,4732,16768
2024-03-21,4665,16771
2024-03-20,4605,16780
2024-03-19,4543,16742
2024-03-18,4450,16694
2024-03-15,4459,16650
2024-03-14,4328,16625
2024-03-13,4230,16579
2024-03-12,4188,16557
2024-03-11,4109,16568
2024-03-08,4075,16545
2024-03-07,3993,16548
2024-03-06,3970,16477
2024-03-05,3855,16450
2024-03-04,3837,16410
2024-03-01,3763,16426
2024-02-29,3710,16431
2024-02-28,4152,16383
2024-02-27,4091,16360
2024-02-26,4055,16344
2024-02-23,4056,16077
2024-02-22,3959,16054
2024-02-21,3938,16022
2024-02-20,3938,16002
2024-02-19,3893,16001
2024-02-16,3877,15970
2024-02-15,3864,15941
2024-02-14,3843,15931
2024-02-09,3796,15922
2024-02-08,3822,15921
2024-02-07,3831,15956
2024-02-06,3821,15936
2024-02-05,3794,15911
2024-02-02,3834,15887
2024-02-01,3822,16020
2024-01-31,3825,15961
2024-01-30,3797,15924
2024-01-29,3773,15868
2024-01-26,3773,15822
2024-01-25,3741,15802
2024-01-24,3726,15796
2024-01-23,3694,15827
2024-01-22,3664,15863
2024-01-19,3622,15864
2024-01-18,3614,15843
2024-01-17,3527,15864
2024-01-16,3483,15829
2024-01-15,3467,15800
2024-01-12,3432,15798
2024-01-11,3406,15796
2024-01-10,3391,15779
2024-01-09,3374,15767
2024-01-08,3371,15714
2024-01-05,3374,15677
2024-01-04,3359,15699
2024-01-03,3352,15701
2024-01-02,3383,15731
2023-12-29,3411,15802
2023-12-28,3422,15498
2023-12-27,3433,15203
2023-12-26,3375,14907
2023-12-22,3381,14708
2023-12-21,3382,14579
2023-12-20,3380,14432
2023-12-19,3367,14375
2023-12-18,3380,14294
2023-12-15,3381,14207
2023-12-14,3396,14139
2023-12-13,3401,14100
2023-12-12,3554,14094
2023-12-11,3556,14115
2023-12-07,3616,14126
2023-12-06,3630,14151
2023-12-05,3631,14148
2023-12-04,3629,14135
2023-12-01,3682,14133
2023-11-30,3708,14111
2023-11-29,3718,14110
2023-11-28,3715,14090
2023-11-27,3706,14081
2023-11-24,3721,14097
2023-11-23,3731,14095
2023-11-22,3733,14117
2023-11-21,3709,14114
2023-11-17,3727,14191
2023-11-16,3722,14303
2023-11-15,3713,14365
2023-11-14,3774,14378
2023-11-13,3785,14371
2023-11-10,3770,14342
2023-11-09,3764,14343
2023-11-08,3774,14364
2023-11-07,3724,14373
2023-11-03,3784,14334
2023-11-02,3808,14325
2023-11-01,3821,14311
2023-10-31,3884,14262
2023-10-30,3847,14287
2023-10-27,3861,14309
2023-10-26,3839,14308
2023-10-25,3841,14280
2023-10-24,3837,14286
2023-10-23,3822,14262
2023-10-20,3837,14240
2023-10-19,3843,14357
2023-10-18,3835,14533
2023-10-17,3834,14571
2023-10-12,3886,14623
2023-10-11,3870,14742
2023-10-10,3859,14881
2023-10-09,3850,15003
2023-10-06,3847,15001
2023-10-05,3881,15021
2023-10-04,3879,15008
2023-10-03,3850,14994
2023-10-02,3842,14986
2023-09-29,3916,14938
2023-09-28,3898,14952
2023-09-27,3895,14949
2023-09-26,3909,14988
2023-09-25,3880,15010
2023-09-22,3868,14969
2023-09-21,3860,15024
2023-09-20,3854,15013
2023-09-19,3848,15026
2023-09-18,3838,15018
2023-09-15,3841,15005
2023-09-14,3822,15009
2023-09-13,3811,15028
2023-09-12,3808,15057
2023-09-11,3788,15035
2023-09-08,3841,15001
2023-09-07,3872,15005
2023-09-06,3878,14997
2023-09-05,3876,14990
2023-09-04,3824,14979
2023-09-01,3873,14983
2023-08-31,3904,14976
2023-08-30,3804,14965
2023-08-29,3799,15022
2023-08-28,3765,15048
2023-08-25,3782,15063
2023-08-24,3773,15103
2023-08-23,3770,15108
2023-08-22,3752,15128
2023-08-18,3742,15139
2023-08-17,3732,15194
2023-08-16,3728,15228
2023-08-15,3691,15277
2023-08-14,3680,15254
2023-08-11,3710,15232
2023-08-10,3690,15287
2023-08-09,3695,15387
2023-08-08,3688,15459
2023-08-07,3669,15465
2023-08-04,3721,15451
2023-08-03,3746,15447
2023-08-02,3739,15433
2023-08-01,3754,15576
2023-07-31,3847,15506
2023-07-28,3793,15466
2023-07-27,3791,15430
2023-07-26,3776,15397
2023-07-25,3752,15385
2023-07-24,3727,15438
2023-07-21,3748,15451
2023-07-20,3741,15504
2023-07-19,3752,15529
2023-07-18,3745,15534
2023-07-17,3738,15531
2023-07-14,3746,15541
2023-07-13,3746,15522
2023-07-12,3717,15526
2023-07-11,3718,15534
2023-07-10,3698,15500
2023-07-07,3741,15458
2023-07-06,3757,15463
2023-07-05,3755,15453
2023-07-04,3763,15462
2023-07-03,3762,15467
2023-06-30,3866,15430
2023-06-29,3833,15456
2023-06-28,3835,15471
2023-06-27,3828,15376
2023-06-26,3820,15373
2023-06-23,3827,15361
2023-06-22,3837,15370
2023-06-21,3813,15345
2023-06-16,3821,15367
2023-06-15,3819,15355
2023-06-14,3820,15398
2023-06-13,3837,15530
2023-06-12,3812,15437
2023-06-09,3866,15448
2023-06-08,3884,15496
2023-06-07,3883,15486
2023-06-06,3889,15485
2023-06-05,3884,15589
2023-06-02,3936,15571
2023-06-01,3941,15598
2023-05-31,3985,15292
2023-05-30,3933,15293
2023-05-29,3933,15290
2023-05-24,3935,15278
2023-05-23,3937,15285
2023-05-22,3931,15285
2023-05-19,3938,15344
2023-05-18,3937,15331
2023-05-17,3929,15308
2023-05-16,3928,15274
2023-05-15,3922,15258
2023-05-12,3929,15257
2023-05-11,3914,15269
2023-05-10,3909,15263
2023-05-09,3910,15288
2023-05-08,3901,15314
2023-05-05,3948,15306
2023-05-04,3969,15338
2023-05-03,3959,15298
2023-05-02,3964,15302
2023-04-28,4032,15293
2023-04-27,3982,15341
2023-04-26,3975,15391
2023-04-25,3978,15507
2023-04-24,3954,15630
2023-04-21,3957,15672
2023-04-20,3955,15766
2023-04-19,3925,15799
2023-04-18,3912,15823
2023-04-17,3892,15800
2023-04-14,3769,15904
2023-04-13,3769,15955
2023-04-12,3738,15948
2023-04-11,3724,16033
2023-04-10,3633,16034
2023-04-05,3695,16028
2023-04-04,3709,16028
2023-04-03,3714,16061
2023-03-31,3768,16047
2023-03-30,3735,16084
2023-03-29,3737,16165
2023-03-28,3723,16164
2023-03-27,3667,16197
2023-03-23,3708,16237
2023-03-22,3706,16284
2023-03-21,3694,16335
2023-03-20,3691,16381
2023-03-17,3693,16380
2023-03-16,3682,16380
2023-03-15,3668,16391
2023-03-14,3641,16386
2023-03-13,3625,16393
2023-03-10,3666,16396
2023-03-09,3646,16405
2023-03-08,3649,16410
2023-03-07,3662,16420
2023-03-06,3616,16390
2023-03-03,3675,16351
2023-03-02,3663,16365
2023-03-01,3664,16358
2023-02-28,3683,16354
2023-02-27,3670,16352
2023-02-24,3670,16459
2023-02-23,3656,16458
2023-02-22,3631,16426
2023-02-17,3590,16406
2023-02-16,3584,16382
2023-02-15,3568,16367
2023-02-14,3562,16365
2023-02-13,3541,16413
2023-02-10,3540,16370
2023-02-09,3532,16342
2023-02-08,3513,16320
2023-02-07,3525,16329
2023-02-06,3518,16314
2023-02-03,3579,16292
2023-02-02,3629,16347
2023-02-01,3626,16337
2023-01-31,3655,16307
2023-01-30,3608,16270
2023-01-27,3591,16238
2023-01-26,3552,16198
2023-01-25,3539,16213
2023-01-24,3527,16231
2023-01-23,3517,16213
2023-01-20,3496,16214
2023-01-19,3509,16234
2023-01-18,3501,16250
2023-01-17,3481,16241
2023-01-16,3474,16244
2023-01-13,3471,16250
2023-01-12,3470,16276
2023-01-11,3456,16272
2023-01-10,3450,16302
2023-01-09,3432,16321
2023-01-06,3461,16280
2023-01-05,3472,16289
2023-01-04,3471,16300
2023-01-03,3463,16323
2023-01-02,3477,16296
2022-12-30,3526,16329
2022-12-29,3503,16283
2022-12-28,3500,16181
2022-12-27,3481,16056
2022-12-26,3463,15944
2022-12-23,3464,15878
2022-12-22,3463,15828
2022-12-21,3457,15763
2022-12-20,3447,15714
2022-12-19,3437,15684
2022-12-16,3451,15611
2022-12-15,3436,15554
2022-12-14,3456,15498
2022-12-13,3480,15493
2022-12-12,3476,15471
2022-12-07,3505,15458
2022-12-06,3499,15453
2022-12-05,3527,15402
2022-12-02,3570,15393
2022-12-01,3565,15383
2022-11-30,3576,15391
2022-11-29,3587,15318
2022-11-28,3569,15301
2022-11-25,3578,15302
2022-11-24,3571,15317
2022-11-23,3572,15304
2022-11-22,3561,15315
2022-11-18,3565,15292
2022-11-17,3567,15271
2022-11-16,3559,15215
2022-11-15,3558,15181
2022-11-14,3548,15140
2022-11-11,3538,15117
2022-11-10,3527,15110
2022-11-09,3542,15116
2022-11-08,3517,15128
2022-11-07,3505,15186
2022-11-04,3573,15132
2022-11-03,3592,15100
2022-11-02,3588,15072
2022-11-01,3590,15027
2022-10-31,3623,15016
2022-10-28,3603,14988
2022-10-27,3598,15167
2022-10-26,3583,15110
2022-10-25,3573,15067
2022-10-24,3576,15007
2022-10-21,3586,14960
2022-10-20,3577,14940
2022-10-19,3577,14959
2022-10-18,3564,14956
2022-10-17,3546,14960
2022-10-14,3551,14957
2022-10-13,3535,15027
2022-10-12,3530,14973
2022-10-11,3524,14982
2022-10-06,3590,14967
2022-10-05,3610,14963
2022-10-04,3629,14955
2022-10-03,3619,14959
2022-09-30,3660,14930
2022-09-29,3640,14928
2022-09-28,3654,14939
2022-09-27,3635,14939
2022-09-26,3605,14949
2022-09-23,3604,14929
2022-09-22,3594,14933
2022-09-21,3571,14915
2022-09-20,3561,14954
2022-09-19,3537,14920
2022-09-16,3526,14886
2022-09-15,3530,14862
2022-09-14,3524,14843
2022-09-13,3532,14822
2022-09-12,3508,14796
2022-09-09,3563,14781
2022-09-08,3600,14796
2022-09-07,3600,14779
2022-09-06,3606,14635
2022-09-05,3620,14619
2022-09-01,3678,14587
2022-08-31,3683,14527
2022-08-30,3710,14527
2022-08-29,3741,14543
2022-08-26,3757,14543
2022-08-25,3745,14547
2022-08-24,3743,14554
2022-08-23,3738,14547
2022-08-22,3721,14552
2022-08-19,3719,14551
2022-08-18,3715,14549
2022-08-17,3700,14551
2022-08-16,3684,14555
2022-08-12,3684,14569
2022-08-11,3700,14611
2022-08-10,3678,14626
2022-08-09,3676,14649
2022-08-08,3659,14681
2022-08-05,3697,14682
2022-08-04,3709,14803
2022-08-03,3728,14772
2022-08-02,3785,14758
2022-08-01,3779,14731
2022-07-29,3836,14638
2022-07-28,3847,14670
2022-07-27,3846,14700
2022-07-26,3840,14721
2022-07-25,3817,14769
2022-07-22,3833,14817
2022-07-21,3823,14933
2022-07-20,3807,15061
2022-07-19,3825,15068
2022-07-18,3801,15088
2022-07-15,3785,15114
2022-07-14,3789,15128
2022-07-13,3789,15141
2022-07-12,3797,15193
2022-07-11,3791,15208
2022-07-08,3829,15216
2022-07-07,3885,15285
2022-07-06,3887,15354
2022-07-05,3920,15420
2022-07-04,3950,15490
2022-07-01,4015,15565
2022-06-30,3995,15493
2022-06-29,4000,15549
2022-06-28,3978,15578
2022-06-27,3946,15582
2022-06-24,3943,15577
2022-06-23,3921,15599
2022-06-22,3917,15606
2022-06-21,3877,15635
2022-06-16,3860,15629
2022-06-15,3849,15609
2022-06-14,3864,15591
2022-06-13,3802,15626
2022-06-10,3773,15610
2022-06-09,3749,15583
2022-06-08,3722,15575
2022-06-07,3712,15585
2022-06-06,3689,15551
2022-06-03,3725,15535
2022-06-02,3756,15526
2022-06-01,3742,15518
2022-05-31,3716,15485
2022-05-30,3726,15483
2022-05-27,3754,15478
2022-05-26,3726,15370
2022-05-24,3720,15393
2022-05-23,3716,15384
2022-05-20,3723,15375
2022-05-19,3695,15361
2022-05-17,3692,15367
2022-05-16,3675,15358
2022-05-13,3713,15349
2022-05-12,3702,15373
2022-05-11,3687,15376
2022-05-10,3684,15380
2022-05-09,3669,15362
2022-05-06,3715,15367
2022-05-05,3733,15385
2022-05-04,3731,15376
2022-05-03,3712,15368
2022-05-02,3689,15352
2022-04-29,3714,15321
2022-04-28,3753,15337
2022-04-27,3756,15340
2022-04-26,3742,15336
2022-04-25,3730,15330
2022-04-22,3724,15323
2022-04-21,3711,15360
2022-04-20,3706,15344
2022-04-19,3745,15353
2022-04-18,3722,15346
2022-04-13,3803,15341
2022-04-12,3801,15329
2022-04-11,3781,15354
2022-04-08,3814,15368
2022-04-07,3829,15363
2022-04-06,3834,15345
2022-04-05,3834,15312
2022-04-04,3822,15301
2022-04-01,3843,15274
2022-03-31,3800,15245
2022-03-30,3875,15254
2022-03-29,3845,15259
2022-03-28,3837,15222
2022-03-25,3871,15199
2022-03-23,3859,15216
2022-03-22,3862,15230
2022-03-21,3847,15240
2022-03-18,3832,15232
2022-03-17,3827,15239
2022-03-16,3813,15235
2022-03-15,3807,15233
2022-03-14,3789,15311
2022-03-11,3837,15310
2022-03-10,3865,15300
2022-03-09,3859,15280
2022-03-08,3867,15265
2022-03-07,3867,15240
2022-03-04,3910,15215
2022-03-03,3884,15208
2022-03-02,3874,15207
2022-02-25,3870,15168
2022-02-24,3859,15195
2022-02-23,3868,15198
2022-02-22,3863,15218
2022-02-21,3850,15210
2022-02-18,3853,15212
2022-02-17,3852,15216
2022-02-16,3847,15218
2022-02-15,3836,15209
2022-02-14,3822,15222
2022-02-11,3827,15297
2022-02-10,3814,15279
2022-02-09,3809,15280
2022-02-08,3809,15305
2022-02-07,3802,15310
2022-02-04,3853,15300
2022-02-03,3866,15331
2022-02-02,3854,15327
2022-02-01,3865,15331
2022-01-31,3855,15314
2022-01-28,3896,15307
2022-01-27,3893,15336
2022-01-26,3892,15344
2022-01-25,3896,15381
2022-01-24,3884,15413
2022-01-21,3883,15444
2022-01-20,3886,15474
2022-01-19,3908,15592
2022-01-18,3903,15634
2022-01-17,3896,15637
2022-01-14,3910,15632
2022-01-13,3910,15633
2022-01-12,3909,15616
2022-01-11,3901,15598
2022-01-10,3889,15626
2022-01-07,3913,15611
2022-01-06,3925,15631
2022-01-05,3923,15645
2022-01-04,3930,15655
2022-01-03,3934,15693
2021-12-30,3979,15752
2021-12-29,4004,15661
2021-12-28,4018,15548
2021-12-27,4032,15407
2021-12-23,4060,15297
2021-12-22,4062,15250
2021-12-21,4071,15232
2021-12-20,4072,15141
2021-12-17,4075,15094
2021-12-16,4088,15073
2021-12-15,4100,15069
2021-12-14,4121,15050
2021-12-13,4137,15161
2021-12-10,4182,15158
2021-12-09,4215,15153
2021-12-07,4222,15173
2021-12-06,4230,15196
2021-12-03,4266,15206
2021-12-02,4278,15258
2021-12-01,4294,15303
2021-11-30,4318,15351
2021-11-29,4312,15559
2021-11-26,4324,15759
2021-11-25,4337,15784
2021-11-24,4354,15796
2021-11-23,4350,15820
2021-11-19,4413,15799
2021-11-18,4429,15823
2021-11-17,4429,15827
2021-11-16,4443,15827
2021-11-15,4432,15828
2021-11-12,4443,15830
2021-11-11,4452,15959
2021-11-10,4452,16035
2021-11-09,4465,16084
2021-11-08,4478,16114
2021-11-05,4508,16128
2021-11-04,4543,16258
2021-11-03,4559,16138
2021-11-02,4618,16164
2021-11-01,4614,16145
2021-10-29,4700,16122
2021-10-28,4696,16129
2021-10-27,4697,16155
2021-10-26,4708,16173
2021-10-25,4710,16172
2021-10-22,4715,16189
2021-10-21,4709,16162
2021-10-20,4706,16221
2021-10-19,4729,16220
2021-10-18,4651,16252
2021-10-15,4710,16258
2021-10-14,4715,16298
2021-10-13,4737,16328
2021-10-12,4736,16356
2021-10-07,4819,16392
2021-10-06,4843,16399
2021-10-05,4865,16417
2021-10-04,4892,16404
2021-10-01,4910,16377
2021-09-30,4967,16386
2021-09-29,5015,16340
2021-09-28,5006,16341
2021-09-27,5021,16338
2021-09-24,5005,16315
2021-09-23,5027,16326
2021-09-22,5049,16332
2021-09-21,5052,16364
2021-09-20,5055,16360
2021-09-17,5057,16352
2021-09-16,5066,16373
2021-09-15,5077,16371
2021-09-14,5109,16374
2021-09-13,5117,16362
2021-09-10,5128,16350
2021-09-09,5147,16375
2021-09-08,5138,16374
2021-09-07,5137,16392
2021-09-06,5132,16383
2021-09-03,5144,16329
2021-09-02,5167,16373
2021-09-01,5208,16459
2021-08-31,5216,16430
2021-08-30,5220,16339
2021-08-27,5237,16333
2021-08-26,5233,16382
2021-08-25,5244,16385
2021-08-24,5248,16389
2021-08-23,5255,16370
2021-08-20,5286,16384
2021-08-19,5316,16369
2021-08-18,5332,16361
2021-08-17,5299,16369
2021-08-13,5301,16383
2021-08-12,5363,16393
2021-08-11,5373,16466
2021-08-10,5371,16446
2021-08-09,5362,16484
2021-08-06,5384,16426
2021-08-05,5376,16420
2021-08-04,5398,16429
2021-08-03,5419,16429
2021-08-02,5315,16411
2021-07-30,5343,16361
2021-07-29,5328,16327
2021-07-28,5350,16315
2021-07-27,5344,16305
2021-07-26,5372,16285
2021-07-23,5404,16272
2021-07-22,5333,16278
2021-07-21,5336,16270
2021-07-20,5325,16315
2021-07-19,5385,16313
2021-07-16,5388,16303
2021-07-15,5370,16320
2021-07-14,5358,16356
2021-07-13,5347,16338
2021-07-12,5347,16312
2021-07-08,5389,16302
2021-07-07,5393,16280
2021-07-06,5363,16267
2021-07-05,5376,16261
2021-07-02,5395,16227
2021-07-01,5394,16227
2021-06-30,5381,16222
2021-06-29,5349,16252
2021-06-28,5336,16230
2021-06-25,5345,16212
2021-06-24,5379,16212
2021-06-23,5367,16188
2021-06-22,5367,16186
2021-06-18,5370,16180
2021-06-17,5397,16128
2021-06-16,5337,16233
2021-06-15,5336,16231
